,song,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,duration_ms,time_signature
5106,E Dagger,Lagwagon,0.415,0.872,0,-4.814,1,0.0603,0.000986,0.0,0.681,0.348,96.092,audio_features,129200,4
5107,Gone,The Bouncing Souls,0.29,0.88,1,-5.242,1,0.0477,0.0017,2.87e-05,0.636,0.427,164.26,audio_features,247107,4
5108,Take It on the Run,Me First and the Gimme Gimmes,0.474,0.857,7,-6.143,1,0.0699,0.00397,1.27e-05,0.134,0.366,105.18,audio_features,164413,4
5109,Sending Postcards from a Plane Crash (Wish You Were Here),Fall Out Boy,0.604,0.966,1,-3.958,0,0.0625,0.000152,4.95e-05,0.285,0.597,106.037,audio_features,176786,4
5110,Every Time I Look For You,blink-182,0.502,0.96,11,-2.998,1,0.0484,0.00166,0.0,0.377,0.625,128.228,audio_features,185467,4
5111,Chick Magnet,MxPx,0.469,0.923,9,-3.995,0,0.0385,0.000345,0.236,0.0777,0.68,86.199,audio_features,192373,4
5112,Can't Stop,Red Hot Chili Peppers,0.618,0.938,9,-3.442,1,0.0456,0.0179,0.0,0.167,0.875,91.455,audio_features,269000,4
5113,She Drives Me Crazy,Fine Young Cannibals,0.791,0.694,2,-6.02,1,0.0413,0.195,1.4e-05,0.031,0.962,108.799,audio_features,215347,4
5114,I Like To Move It (feat. The Mad Stuntman) - Radio Mix,Reel 2 Real,0.832,0.877,1,-4.542,1,0.0528,0.00891,0.000389,0.122,0.57,122.947,audio_features,221952,4
5115,Wraith Pinned to the Mist and Other Games,of Montreal,0.873,0.582,5,-9.901,1,0.047,0.0282,0.0699,0.182,0.77,122.005,audio_features,255613,4
5116,Silent Blue,Black Pistol Fire,0.358,0.946,11,-5.096,0,0.105,0.00115,0.037,0.204,0.277,123.615,audio_features,201549,4
5117,Run Rabbit Run,Black Pistol Fire,0.38,0.884,0,-4.443,1,0.194,0.0189,0.000231,0.0853,0.521,120.336,audio_features,231209,4
5118,Hipster Shakes,Black Pistol Fire,0.351,0.908,0,-4.807,1,0.132,0.053,0.0,0.133,0.583,87.856,audio_features,170500,4
5119,"Radio, Radio",Elvis Costello & The Attractions,0.597,0.842,4,-6.453,1,0.0715,0.138,3.98e-06,0.264,0.882,146.72,audio_features,186147,4
5120,Sk8er Boi,Avril Lavigne,0.487,0.9,0,-4.417,1,0.0482,6.79e-05,0.0,0.358,0.484,149.937,audio_features,204000,4
5121,HandClap,Fitz and The Tantrums,0.636,0.836,8,-3.004,1,0.0427,0.00609,0.000157,0.0828,0.715,139.956,audio_features,193253,4
5122,California - Tchad Blake Mix,Phantom Planet,0.4,0.805,4,-7.305,1,0.0407,0.0387,5.4e-05,0.109,0.324,158.459,audio_features,193933,4
5123,The Future Freaks Me Out,Motion City Soundtrack,0.661,0.874,5,-5.904,0,0.0456,0.0168,0.0,0.41,0.682,127.915,audio_features,216667,4
5124,Smooth Criminal,Alien Ant Farm,0.653,0.964,9,-4.261,0,0.0582,0.00316,0.00512,0.144,0.87,126.928,audio_features,209267,4
5125,Kill Your Heroes,AWOLNATION,0.575,0.95,0,-6.309,1,0.0649,0.00842,9.47e-05,0.765,0.315,96.046,audio_features,178842,4
5126,Woman Woman,AWOLNATION,0.667,0.678,6,-4.97,1,0.0254,0.12,0.357,0.152,0.446,100.007,audio_features,217995,4
5127,Everybody Talks,Neon Trees,0.471,0.924,8,-3.906,1,0.0586,0.00301,0.0,0.313,0.725,154.961,audio_features,177280,4
5128,1983,Neon Trees,0.463,0.981,10,-3.922,1,0.18,7.37e-05,0.0,0.102,0.703,153.048,audio_features,222560,4
5129,Not Your Fault,AWOLNATION,0.582,0.747,5,-5.229,1,0.0353,0.000692,0.0,0.0614,0.655,144.031,audio_features,242467,4
5130,Sing Along Forever,The Bouncing Souls,0.592,0.964,0,-3.672,1,0.0817,0.00912,0.0,0.27,0.585,101.252,audio_features,95507,4
5131,(Sittin' On) the Dock of the Bay,Otis Redding,0.484,0.312,2,-13.522,1,0.0535,0.724,1.65e-06,0.0601,0.598,205.981,audio_features,166827,4
5132,My Girl,Otis Redding,0.74,0.322,0,-9.26,1,0.0399,0.551,0.000763,0.17,0.629,102.889,audio_features,175853,4
5133,Louie Louie,The Kingsmen,0.623,0.709,1,-9.818,0,0.0636,0.102,0.0,0.0967,0.948,122.394,audio_features,165381,4
5134,1 Thing,Amerie,0.612,0.961,10,-3.078,0,0.333,0.107,4.17e-05,0.0413,0.867,129.873,audio_features,238760,5
5135,#1,Aphex Twin,0.619,0.0327,10,-20.273,0,0.0371,0.995,0.712,0.0865,0.0785,102.884,audio_features,447800,4
5136,2 Towers,Lightning Bolt,0.179,0.995,11,-1.988,1,0.415,0.00277,0.577,0.103,0.199,180.574,audio_features,428773,3
5137,6.4 = Make Out,Gary Wilson,0.463,0.439,8,-11.121,0,0.048,0.0507,0.000586,0.177,0.0791,131.854,audio_features,301707,4
5138,22nd Century,Nina Simone,0.335,0.531,1,-9.881,0,0.0386,0.661,0.0,0.0962,0.575,167.717,audio_features,524400,3
5139,93 'Til Infinity,Souls Of Mischief,0.59,0.672,1,-11.792,1,0.412,0.125,1.04e-06,0.147,0.688,206.247,audio_features,286440,4
5140,A Face In The Crowd - Original Mix,DJ Assassin,0.803,0.767,2,-7.649,1,0.0586,0.000381,0.878,0.0749,0.374,128.116,audio_features,428976,4
5141,A Rainbow in the Curved Air - Instrumental,Terry Riley,0.197,0.422,2,-17.453,1,0.0505,0.672,0.58,0.128,0.131,172.806,audio_features,1119333,4
5142,A Tender Places,Bakey Ustl,0.877,0.858,8,-8.363,1,0.102,0.0312,0.491,0.151,0.589,120.043,audio_features,470923,4
5143,A Time For Us,Joe Pass,0.333,0.448,9,-14.122,0,0.0384,0.704,0.677,0.141,0.369,82.554,audio_features,195054,4
5144,Acid Tracks,Phuture,0.792,0.918,6,-14.205,1,0.0713,0.018,0.919,0.129,0.505,120.439,audio_features,737173,4
5145,Ad Gloriam,Le Orme,0.505,0.712,2,-9.457,1,0.0264,0.0922,0.00029,0.122,0.691,102.148,audio_features,336107,4
5146,Adormeceu,O Terco,0.328,0.573,2,-11.178,1,0.0425,0.222,0.0627,0.251,0.223,78.578,audio_features,240547,4
5147,Afro Funky,Manteca,0.764,0.913,10,-7.727,1,0.0485,0.17,0.51,0.0468,0.966,99.097,audio_features,271707,4
5148,Aht Uh Mi Hed,Shuggie Otis,0.821,0.464,6,-13.798,0,0.0286,0.609,0.312,0.0962,0.862,102.525,audio_features,255560,4
5149,Ain't It Time (Instrumental),Queen Yahna,0.647,0.88,10,-6.254,1,0.0855,0.16,0.201,0.582,0.589,120.098,audio_features,232960,4
5150,Ain't No Half-Steppin',Big Daddy Kane,0.836,0.728,10,-12.058,0,0.234,0.00569,0.000819,0.0649,0.599,100.842,audio_features,319907,4
5151,Aldeia De Ogum,Joyce,0.363,0.897,6,-9.814,0,0.0847,0.0123,0.000308,0.163,0.757,132.079,audio_features,274813,4
5152,All About Money,Spontaneous Overthrow,0.693,0.628,11,-10.595,0,0.0381,0.249,0.486,0.0912,0.743,101.515,audio_features,339026,4
5153,All I Do,Stevie Wonder,0.849,0.501,11,-16.76,1,0.102,0.0917,0.0,0.105,0.882,117.213,audio_features,306667,4
5154,All N My Grill (feat. Big Boi of Outkast & Nicole),Missy Elliott,0.544,0.65,10,-8.714,0,0.144,0.164,0.0,0.225,0.833,84.372,audio_features,272000,4
5155,All Night Long,Mary Jane Girls,0.835,0.295,0,-14.846,0,0.0533,0.131,0.0423,0.102,0.925,98.013,audio_features,333293,4
5156,All Tomorrow's Parties,The Velvet Underground,0.364,0.513,2,-13.538,1,0.0506,0.041,0.000438,0.0975,0.126,92.488,audio_features,359680,4
5157,Alone Again Or,Love,0.307,0.379,11,-11.8,0,0.031,0.684,0.000577,0.113,0.184,173.728,audio_features,197013,4
5158,Ambasel,Hailu Mergia,0.411,0.446,0,-9.412,1,0.0298,0.238,0.00973,0.14,0.43,150.59,audio_features,229120,3
5159,Apt 2a,N.Y. House'n Authority,0.81,0.926,1,-9.796,1,0.0452,0.119,0.911,0.0802,0.718,122.182,audio_features,221747,4
5160,Archangel,Burial,0.617,0.849,1,-10.123,1,0.165,0.463,0.516,0.116,0.521,135.277,audio_features,242427,4
5161,Are You Experienced?,Jimi Hendrix,0.403,0.763,8,-6.727,1,0.118,0.0277,0.00985,0.148,0.455,82.812,audio_features,255613,4
5162,Are You That Somebody,Aaliyah,0.852,0.658,9,-7.104,0,0.172,0.161,0.0131,0.0999,0.839,137.986,audio_features,265667,4
5163,Areknames,Franco Battiato,0.181,0.479,9,-10.873,1,0.0414,0.815,0.823,0.135,0.132,79.228,audio_features,273000,4
5164,ARP3,Floating Points,0.824,0.597,5,-10.379,0,0.0931,0.0371,0.916,0.0751,0.262,124.934,audio_features,560810,4
5165,As,Stevie Wonder,0.455,0.866,8,-10.215,0,0.0591,0.0637,0.0,0.222,0.676,102.115,audio_features,428222,4
5166,Asafo Beesuon / Obaa Yaa / Aye Me Bone / Kolomashi / Dofo Bi Akyerew Me / Ankwasema Dede / Okwan Tsentsen Awar / Abowa Akonkon,C. K. Mann,0.666,0.721,8,-11.94,1,0.11,0.751,0.00481,0.148,0.721,116.204,audio_features,807040,4
5167,Asante Kwa Wazazi,George Mukabi,0.706,0.518,8,-7.614,1,0.0953,0.91,0.0,0.109,0.902,123.423,audio_features,170920,1
5168,Atmosphere Strut,Cloud One,0.63,0.808,7,-10.134,1,0.153,0.00122,1.09e-06,0.151,0.86,117.02,audio_features,562627,4
5169,Atoni Yarabi Lema,22 Band,0.644,0.844,10,-8.383,0,0.0394,0.634,0.515,0.059,0.902,98.448,audio_features,359816,3
5170,Auto Man,Newcleus,0.624,0.82,7,-7.676,1,0.0439,0.00107,0.227,0.184,0.106,106.543,audio_features,347960,4
5171,Autobahn - 2009 Remaster,Kraftwerk,0.333,0.497,2,-15.606,1,0.0366,0.105,0.872,0.129,0.113,81.681,audio_features,1367093,4
5172,Avenue of the Americas (51st Street),Moondog,0.547,0.86,5,-13.554,0,0.0604,0.00738,0.75,0.0729,0.777,178.973,audio_features,66680,4
5173,Aykedashem Lebe,Tlahoun Gessesse,0.614,0.547,0,-5.324,1,0.0407,0.659,0.0,0.214,0.75,124.48,audio_features,298587,4
5174,B1 Untitled,K-Hand,0.844,0.586,10,-14.003,0,0.144,0.0119,0.764,0.111,0.437,127.045,audio_features,394925,4
5175,Babylon,Aphrodite's Child,0.26,0.878,8,-10.436,1,0.104,0.00655,0.146,0.469,0.396,138.493,audio_features,167533,4
5176,Back That Azz Up,JUVENILE,0.874,0.714,7,-6.664,1,0.129,0.0155,0.0,0.0968,0.541,95.826,audio_features,265600,4
5177,Badness Dub,Johnny Clarke,0.761,0.525,9,-9.685,1,0.0683,0.000203,0.291,0.194,0.377,80.631,audio_features,201693,4
5178,Balek - 2006 Remastered Version,Marc Moulin,0.5,0.508,0,-10.388,0,0.0358,0.236,0.843,0.114,0.149,88.81,audio_features,259173,4
5179,Ballade de Melody Nelson,Serge Gainsbourg,0.379,0.215,6,-18.665,0,0.0377,0.685,0.504,0.111,0.629,178.041,audio_features,120573,3
5180,Ballet Statique,Conrad Schnitzler,0.746,0.274,2,-15.927,1,0.0731,0.94,0.936,0.0618,0.227,121.875,audio_features,300960,4
5181,Bananaticoco,Brazil Selection,0.613,0.926,8,-6.75,0,0.0611,0.835,0.0994,0.152,0.728,128.003,audio_features,217480,4
5182,Bang a Gong (Get It On) - Re-Recorded,T. Rex,0.788,0.748,9,-6.907,1,0.0306,0.451,0.00408,0.104,0.845,121.047,audio_features,284683,4
5183,Battle - mixed,Wookie,0.638,0.802,0,-5.369,0,0.0514,0.0352,0.000177,0.0609,0.348,123.034,audio_features,182480,4
5184,Battle Rhymes For Battle Times,Koushik,0.704,0.831,11,-9.411,0,0.0552,0.138,0.848,0.115,0.58,99.953,audio_features,160247,4
5185,Beau Mot Plage,Isolée,0.799,0.616,11,-10.831,0,0.0517,0.0292,0.879,0.133,0.487,127.99,audio_features,403680,4
5186,Been To Canaan,Alice Babs,0.595,0.416,5,-16.563,1,0.0907,0.71,3.79e-06,0.134,0.551,132.661,audio_features,283800,4
5187,Beginning To See The Light,The Velvet Underground,0.607,0.63,5,-8.655,1,0.0281,0.109,0.841,0.168,0.821,124.593,audio_features,281267,4
5188,Berceuse,Ilous & Decuyper,0.245,0.233,2,-14.986,0,0.0384,0.883,0.835,0.105,0.0685,108.031,audio_features,157440,3
5189,Bibi Mama Gani Mzuri,Marehemu George Mukabi,0.801,0.335,7,-9.928,1,0.0755,0.925,0.0606,0.153,0.965,130.721,audio_features,167184,4
5190,Big Brother,Stevie Wonder,0.614,0.388,1,-11.97,0,0.041,0.375,1.06e-06,0.0817,0.659,104.308,audio_features,213573,4
5191,Big Pimpin',JAY-Z,0.88,0.816,11,-6.269,0,0.158,0.192,0.00309,0.0406,0.914,138.03,audio_features,284640,4
5192,Black,DJ Ss,0.497,0.525,4,-19.377,1,0.0644,0.0437,0.852,0.0825,0.73,170.506,audio_features,380370,4
5193,Black Cat,Broadcast,0.394,0.768,11,-7.476,0,0.0866,0.0196,0.554,0.0796,0.488,131.081,audio_features,238440,4
5194,Black Mahogani,Moodymann,0.721,0.822,1,-10.476,1,0.0686,0.794,0.75,0.05,0.654,119.992,audio_features,508693,4
5195,Black Mountain Side - 1993 Remaster,Led Zeppelin,0.66,0.259,6,-17.615,1,0.0495,0.695,0.85,0.101,0.794,116.194,audio_features,125667,4
5196,Black Rhythm Happening - Remastered,Eddie Gale,0.593,0.669,2,-11.643,1,0.0623,0.431,2.6e-06,0.0844,0.646,121.055,audio_features,177147,4
5197,Blind Dumb Deaf,Cocteau Twins,0.455,0.939,0,-5.6,1,0.0562,0.03,0.9,0.355,0.44,95.368,audio_features,226867,3
5198,Blind Willie,Sonny Sharrock,0.598,0.531,4,-15.073,1,0.0824,0.674,0.796,0.094,0.314,113.179,audio_features,190960,4
5199,Blow Your Head,Fred Wesley & The J.B.'s,0.607,0.881,9,-10.839,0,0.0446,0.0396,0.00594,0.063,0.697,121.021,audio_features,283240,4
5200,Blues for Your Mama,Robin Kenyatta,0.373,0.666,7,-11.103,0,0.0458,0.609,0.459,0.106,0.713,97.965,audio_features,251947,4
5201,Bold as Love,Jimi Hendrix,0.354,0.741,1,-6.389,1,0.0806,0.018,0.0134,0.0753,0.596,142.348,audio_features,251013,4
5202,Bonita Applebum - includes 'Can I Kick It' Intro,A Tribe Called Quest,0.864,0.4,11,-14.382,1,0.236,0.0744,0.00639,0.469,0.569,91.903,audio_features,229640,4
5203,Bonny,Prefab Sprout,0.71,0.687,3,-8.199,1,0.0316,0.136,9.16e-05,0.106,0.661,131.747,audio_features,226667,4
5204,Bounce Ta This,Showbiz & A.G.,0.834,0.668,8,-10.65,1,0.288,0.0376,0.0,0.292,0.784,96.488,audio_features,229093,4
5205,Bra,Cymande,0.677,0.769,7,-10.142,1,0.0535,0.00545,0.0252,0.131,0.891,117.731,audio_features,306360,4
5206,Bra Joe from Kilimanjaro,Don Cherry,0.288,0.695,10,-14.054,1,0.0398,0.646,0.92,0.459,0.251,114.049,audio_features,152893,3
5207,Brazil - Slow Version,Luke Abbott,0.42,0.83,5,-12.262,0,0.0318,0.0123,0.546,0.0997,0.683,127.999,audio_features,375173,4
5208,Break Fool,Rah Digga,0.607,0.836,6,-6.39,1,0.304,0.00286,0.0,0.0991,0.563,94.328,audio_features,208200,4
5209,Bring Da Ruckus,Wu-Tang Clan,0.794,0.627,11,-9.431,1,0.36,0.234,0.0,0.35,0.518,87.554,audio_features,251467,4
5210,Brown Rice,Don Cherry,0.613,0.798,8,-10.896,0,0.0512,0.72,0.55,0.117,0.535,105.286,audio_features,314453,4
5211,California Soul,Marlena Shaw,0.509,0.85,6,-4.966,1,0.0694,0.376,4.38e-06,0.144,0.588,94.538,audio_features,177133,4
5212,Camino del Sol,Antena,0.517,0.484,6,-15.745,1,0.052,0.724,0.632,0.103,0.556,168.394,audio_features,222512,4
5213,Can I Kick It?,A Tribe Called Quest,0.867,0.554,4,-13.634,0,0.249,0.161,0.0103,0.111,0.766,96.668,audio_features,252067,4
5214,Can It Be All So Simple / Intermission,Wu-Tang Clan,0.677,0.252,7,-17.794,1,0.555,0.819,1.77e-06,0.234,0.441,91.484,audio_features,413000,4
5215,Can You Feel It,Mr. Fingers,0.681,0.329,9,-19.966,0,0.062,0.0886,0.883,0.0738,0.665,114.779,audio_features,345133,4
5216,Can't Live Without You,Connie Laverne,0.6,0.812,11,-7.916,0,0.181,0.282,2.53e-06,0.13,0.729,109.54,audio_features,156096,4
5217,Candy Shoppe,Emeralds,0.367,0.801,9,-9.567,1,0.0299,0.344,0.805,0.105,0.164,146.834,audio_features,285840,4
5218,Car Wash Hair - Full Pull,Mercury Rev,0.278,0.582,4,-12.727,1,0.0447,0.000306,0.322,0.412,0.248,131.593,audio_features,404760,4
5219,Carey,Joni Mitchell,0.626,0.542,1,-7.655,1,0.037,0.818,0.0,0.0949,0.769,75.368,audio_features,182907,4
5220,Caroline Goodbye,Colin Blunstone,0.334,0.503,0,-11.162,1,0.0291,0.327,0.0,0.134,0.404,94.463,audio_features,174760,4
5221,Carry On,"Crosby, Stills, Nash & Young",0.463,0.495,1,-12.203,1,0.041,0.059,1.25e-06,0.271,0.532,118.505,audio_features,265933,4
5222,Cat Woman,Abaco Dream,0.623,0.76,6,-5.644,1,0.0717,0.388,0.00106,0.143,0.586,139.182,audio_features,163866,4
5223,Catch Me On the Rebound,Loleatta Holloway,0.64,0.817,8,-8.958,1,0.051,0.00649,0.00581,0.159,0.608,131.024,audio_features,648533,4
5224,Cecen Kizi,Nathan Davis,0.424,0.613,9,-13.197,1,0.0452,0.674,0.89,0.116,0.712,95.688,audio_features,192693,4
5225,Check the Rhime,A Tribe Called Quest,0.881,0.361,11,-14.728,0,0.237,0.0502,0.00458,0.246,0.799,96.43,audio_features,216693,4
5226,Child's Christmas In Wales,John Cale,0.441,0.471,6,-11.08,1,0.0302,0.316,0.0106,0.12,0.247,105.791,audio_features,200706,4
5227,Chimacum Rain,Linda Perhacs,0.213,0.067,0,-20.177,1,0.0344,0.982,0.393,0.109,0.106,80.618,audio_features,203233,3
5228,Cinnamon Girl - 2009 Remaster,Neil Young,0.635,0.831,7,-5.278,1,0.0296,0.0239,0.00091,0.106,0.735,104.349,audio_features,180360,4
5229,(circle),Boredoms,0.188,0.954,7,-7.996,1,0.239,0.0244,0.67,0.319,0.0502,159.984,audio_features,822093,4
5230,Climax,Usher,0.647,0.478,8,-8.837,1,0.0782,0.547,2.69e-05,0.156,0.333,135.877,audio_features,232907,4
5231,Code Of The Streets,Gang Starr,0.624,0.804,2,-8.283,1,0.176,0.0019,0.108,0.151,0.826,193.477,audio_features,209333,4
5232,Cola Bottle Baby,Edwin Birdsong,0.886,0.664,5,-11.758,0,0.0563,0.0766,0.195,0.155,0.922,116.586,audio_features,304000,4
5233,Come Clean - E New Y Radio,Jeru The Damaja,0.794,0.772,10,-13.957,0,0.327,0.624,4.07e-05,0.114,0.597,87.546,audio_features,297040,4
5234,Come Closer,Salma Agha,0.376,0.46,4,-9.66,0,0.0352,0.934,0.0575,0.111,0.552,106.529,audio_features,325600,3
5235,Computer Incantations for World Peace,Jean-Luc Ponty,0.468,0.53,11,-13.953,0,0.0395,0.958,0.93,0.1,0.677,128.13,audio_features,341200,4
5236,"Coup - 12"" 45 Version",23 Skidoo,0.683,0.879,4,-5.971,0,0.0643,0.0348,0.802,0.0686,0.879,100.8,audio_features,253707,3
5237,Credit Is Due,Gang Starr,0.647,0.829,10,-6.22,0,0.193,0.00412,0.00106,0.0703,0.355,90.203,audio_features,290507,4
5238,Crew Love,Drake,0.418,0.546,0,-9.057,0,0.238,0.227,0.0,0.229,0.294,160.152,audio_features,208813,4
5239,Crosstown Traffic,Jimi Hendrix,0.482,0.96,0,-5.269,0,0.126,0.254,2.43e-06,0.294,0.544,113.263,audio_features,139267,4
5240,Cry Me a River,Justin Timberlake,0.624,0.654,8,-6.582,0,0.183,0.577,0.0,0.104,0.564,73.898,audio_features,288333,4
5241,CT 6,Dedalus,0.517,0.537,9,-15.033,0,0.0615,0.369,0.811,0.148,0.318,106.483,audio_features,844267,4
5242,Cut Up Piano and Xylophone,Fridge,0.551,0.44,6,-13.808,0,0.0614,0.957,0.904,0.241,0.689,106.246,audio_features,158133,4
5243,Dagon,Eskaton,0.371,0.872,7,-8.241,0,0.196,0.483,0.718,0.341,0.0369,124.88,audio_features,597013,4
5244,Dan tè dinyé la,Nahawa Doumbia,0.753,0.43,8,-8.217,1,0.0343,0.799,7.54e-05,0.0932,0.934,110.977,audio_features,277867,4
5245,Dance with the Devil,Cozy Powell,0.576,0.943,4,-10.129,1,0.0396,0.0678,0.811,0.0819,0.719,119.125,audio_features,213520,4
5246,"Dance, Dance, Dance",Marta Acuna,0.595,0.551,9,-10.555,1,0.0735,0.0433,0.0054,0.499,0.675,111.413,audio_features,372467,4
5247,Dance-Club Mix,Earth People,0.785,0.56,11,-13.596,0,0.0513,3.01e-05,0.895,0.0513,0.804,124.438,audio_features,249973,4
5248,Date With The Rain,Eddie Kendricks,0.535,0.791,9,-10.299,1,0.155,0.302,0.0,0.148,0.528,123.277,audio_features,161387,4
5249,Daytona 500 (feat. Raekwon & Cappadonna),Ghostface Killah,0.571,0.737,0,-9.178,1,0.443,0.145,7.46e-06,0.195,0.567,98.172,audio_features,280747,4
5250,De i comahlee ah,Jackie McLean,0.55,0.779,7,-9.451,0,0.113,0.118,0.00514,0.0752,0.489,117.459,audio_features,702400,4
5251,Dematerialize,Scientist,0.744,0.452,0,-15.558,1,0.325,0.0128,0.2,0.202,0.584,144.917,audio_features,145173,4
5252,Destiny,Dem 2,0.808,0.803,9,-7.341,1,0.0578,0.000109,0.347,0.0225,0.847,126.867,audio_features,297200,4
5253,Dharmatma - Theme Music 2,Kalyanji-Anandji,0.228,0.7,0,-11.013,0,0.0738,0.279,0.426,0.074,0.288,87.485,audio_features,151427,4
5254,Dialogue Of Wind And Lover,Paul Parrish,0.654,0.281,8,-11.884,0,0.0291,0.862,0.00157,0.115,0.563,106.007,audio_features,189080,4
5255,"Dil Lena Khel Hai Dildar Ka / Dialogue & Music : Laila , Majnu , Sheri , Farah (Zamaane Ko Dikhana Hai) - Zamaane Ko Dikhana Hai / Soundtrack Version",Various Artists,0.677,0.666,7,-11.793,1,0.321,0.507,0.000136,0.561,0.32,119.819,audio_features,480827,4
5256,Dina Waliji,Le Mystere Jazz de Tombouctou,0.596,0.521,7,-8.713,0,0.0402,0.399,0.00828,0.0924,0.768,162.872,audio_features,381705,3
5257,Dinamo,Nathan Fake,0.819,0.713,2,-8.992,1,0.151,0.131,0.869,0.0979,0.644,123.998,audio_features,659453,4
5258,Disco Computer,Trans Volta,0.76,0.847,2,-8.793,0,0.0354,0.213,0.779,0.234,0.922,128.819,audio_features,195608,4
5259,Disco Juice,Cloud One,0.602,0.601,2,-14.001,0,0.0364,0.036,0.0729,0.301,0.777,122.77,audio_features,423667,4
5260,Divina,Toro y Moi,0.49,0.506,0,-6.677,1,0.0276,0.156,0.454,0.107,0.333,140.053,audio_features,138733,4
5261,Do It Baby,Susan Cadogan,0.489,0.699,2,-11.885,1,0.0633,0.269,0.0221,0.0574,0.856,176.881,audio_features,193907,4
5262,Don't Dis The Beat,Gherkin Jerks,0.791,0.489,1,-22.675,1,0.0846,0.0013,0.953,0.111,0.432,127.975,audio_features,246568,4
5263,Don't Let My Rainbow Pass Me By,Cloud One,0.744,0.824,0,-6.741,1,0.045,0.0221,0.695,0.0506,0.752,116.221,audio_features,276480,4
5264,Don't Sweat The Technique,Eric B. & Rakim,0.737,0.89,4,-8.443,1,0.158,0.00556,0.00171,0.0801,0.809,105.848,audio_features,262800,4
5265,Don't Waste My Time,Jerry Washington,0.549,0.67,7,-13.279,1,0.0784,0.114,8.88e-06,0.0884,0.735,131.287,audio_features,221987,4
5266,Doomsday,MF DOOM,0.824,0.683,11,-8.743,1,0.497,0.0658,0.0,0.101,0.748,95.845,audio_features,191587,4
5267,Down And Out,Cam’ron,0.74,0.841,6,-2.891,0,0.237,0.023,0.0,0.112,0.673,83.007,audio_features,248627,4
5268,Downfall,Armando,0.788,0.755,1,-16.39,1,0.132,0.125,0.691,0.106,0.911,120.863,audio_features,287480,4
5269,Draft Morning,The Byrds,0.449,0.487,2,-13.794,1,0.0289,0.389,0.868,0.545,0.495,92.343,audio_features,162160,4
5270,Dream Baby Dream,Suicide,0.215,0.29,11,-15.253,1,0.0322,0.00322,0.447,0.324,0.035,144.986,audio_features,378933,4
5271,Dreamworld,The End,0.315,0.555,0,-10.93,1,0.0402,0.049,0.0207,0.0899,0.29,104.439,audio_features,256960,4
5272,Dum Maro Dum,Asha Bhosle,0.478,0.572,2,-8.201,0,0.038,0.714,0.252,0.0646,0.447,127.288,audio_features,155680,4
5273,DWYCK,Gang Starr,0.919,0.734,7,-7.492,1,0.306,0.00406,8.13e-06,0.0884,0.594,98.98,audio_features,242267,4
5274,E.V.A.,Jean-Jacques Perrey,0.5,0.8,10,-10.453,1,0.055,0.374,0.809,0.178,0.603,107.406,audio_features,191000,4
5275,Earth,Joe Henderson,0.428,0.398,5,-14.699,0,0.077,0.761,0.196,0.195,0.225,120.539,audio_features,787533,4
5276,Ease Yourself And Glide,Parsley Sound,0.487,0.546,8,-10.738,1,0.0257,0.859,0.611,0.244,0.657,88.148,audio_features,200533,4
5277,Easy Ride,Relatively Clean Rivers,0.516,0.861,8,-6.094,1,0.0518,0.04,0.527,0.23,0.521,80.337,audio_features,230733,4
5278,Eight Miles High - 2006 Remaster,Rufus Harley,0.33,0.901,10,-10.338,0,0.0602,0.0184,0.817,0.112,0.512,85.631,audio_features,358840,4
5279,Ekim (Special Edition),Michal Urbaniak,0.524,0.635,8,-11.703,0,0.197,0.668,0.416,0.0528,0.588,81.007,audio_features,344127,4
5280,Electric Relaxation,A Tribe Called Quest,0.866,0.534,11,-9.201,1,0.229,0.184,0.266,0.0929,0.841,98.243,audio_features,226133,4
